ship_date,carrier,carrier_service,destination_postal_code,zone,weight,dimensions
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,08360-4815,8,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,46163-0205,6,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,01543-1340,8,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,07001-2056,8,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,76664-1423,5,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,82201-3728,4,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,31322-8406,7,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,33161-5032,8,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,17053-1118,7,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,92009-2210,5,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,85353-4560,4,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,67228-8939,5,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,43228-2914,7,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,52340-0140,5,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,35244-2905,6,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,84663-3222,2,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,31548-5721,7,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,95621-2026,5,1.5 lb,12×5×6 in
2025-09-09T00:00:00.000Z,USPS,GroundAdvantage,33624-5021,8,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95020-8229,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,64089-9103,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,23464-7432,8,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,15477-0367,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93252-9706,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92867-1849,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,28655-6261,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,54449-4297,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,63026-5232,6,9.00 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,35601-6451,6,1.5 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,46112-7049,6,1.5 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,51503-5566,5,9.00 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,48801-9561,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30016-5842,7,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,23112-6159,7,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85920,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,19390-9206,8,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,32408-8041,7,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,14075-1871,7,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,46038-1523,6,6.0 lb,12×18×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,45014-6674,6,0.33 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,13063-9824,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77379-5197,6,1.9 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78660-6492,5,4.5 lb,12×14×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,48823-1736,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,01027-1607,8,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,98531-2233,5,2.1 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,66743-1124,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,70706-0406,6,9.00 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77081-7405,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77802-5833,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77357-3937,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,14424-9744,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,27944-9477,8,9.00 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,49829-9741,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,52340-0140,5,1.7 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,97048-3106,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,46176-2195,6,1.5 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,93510-1255,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78664-5997,5,2.2 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,07666-2640,8,1.00 oz,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,11219-6166,8,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30736-6407,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,79424-8283,5,1.4 lb,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,60435-7334,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,34116-4907,8,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,31904-7046,7,1.9 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,08055-3417,8,1.7 lb,10×7×1 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,12065-5343,8,2.1 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,40241-4178,6,4.5 lb,12×14×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,82009-4541,4,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,43953-4121,7,2.1 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,92324-6488,4,3.0 lb,18×14×8 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30114-9762,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,47303-3935,6,3.2 lb,12×18×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,32225-6854,7,10.5 lb,28×17×5 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,42431-1376,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,98320-0509,5,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78941-5378,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78736-1720,6,1.4 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,76706-4628,5,2.00 oz,10×10×10 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,40403-7308,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,04640-0464,8,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,89121-7340,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,97701-9377,4,1.5 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,84054-2605,1,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,80923-7485,4,1.5 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,24590-4472,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,61704-8484,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,34769-1642,8,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,60101-3432,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,30135-1602,7,1.7 lb,12×6×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,85718-1121,4,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77429-5460,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,95341-9505,4,2.1 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,34688-4968,7,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,78230-4907,6,3.0 lb,12×9×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,77551-1715,6,1.5 lb,12×5×6 in
2025-09-10T00:00:00.000Z,USPS,GroundAdvantage,61081-1623,6,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,73071-7110,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,76118-6234,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,38011-5010,6,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,77378-3974,6,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,10977-5445,8,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,98033-8086,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,73521-6720,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,02777-4706,8,1.5 lb,12×6×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,77396-1948,6,1.6 lb,12×14×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,95519-3630,5,4.5 lb,12×14×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,78245-4935,6,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,48911-1523,6,1.5 lb,12×6×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,98168-4200,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,27703-0418,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,30817-2103,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,29607-2827,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,92345-3827,4,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,33606-2631,8,3.0 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,84074-2550,1,1.4 lb,12×6×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,84074-2550,1,2.1 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,17110-3969,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,55060-4010,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,48423-9348,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,71112-4264,6,3.0 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,95687-7615,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,89146-2803,4,4.5 lb,12×14×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,75243-2414,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,98937-8912,5,3.0 lb,18×14×8 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,48047-5264,7,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,60622-1172,6,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,24381-1728,7,4.5 lb,12×14×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,72956-8736,5,1.5 lb,12×5×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,85712-6059,4,3.0 lb,12×9×6 in
2025-09-11T00:00:00.000Z,USPS,GroundAdvantage,77493-2281,6,3.00 oz,10×10×10 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78610-5768,5,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,45380-9702,6,1.5 lb,12×6×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,76116-2708,5,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,77598-3318,6,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85712-6059,4,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78724-0010,6,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,74055-6269,5,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,21206-3515,7,1.5 lb,12×6×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,62208-3302,6,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,58601-6788,4,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,29316-5452,7,1.5 lb,12×6×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,48104-6731,7,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,34465-4253,7,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,38133-8021,6,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,78226-1620,6,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,83631-4302,4,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,08758-2718,8,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,42754-2322,6,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,45150-2021,7,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,89104-2511,4,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,32310-9306,7,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,23665-1323,8,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85379-5798,4,6.0 lb,12×18×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,10952-3317,8,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,07107-4450,8,4.5 lb,12×14×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,03079-2578,8,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,60510-9314,6,0.03 oz,10×7×1 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,85268-4195,4,1.5 lb,12×5×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,75703-1837,6,2.1 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,32780-2526,8,3.0 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,92021-1015,5,2.1 lb,12×9×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,42746-8611,6,1.5 lb,12×6×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,90505-5277,5,6.0 lb,18×14×8 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,95641-0965,5,4.4 lb,12×14×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,80537-7343,3,4.5 lb,12×14×6 in
2025-09-12T00:00:00.000Z,USPS,GroundAdvantage,99664-1183,8,3.5 lb,12×18×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,78613-7603,5,2.1 lb,12×9×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,99623-9300,8,1.5 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,72401-4726,6,2.00 oz,10×7×1 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,34953-4644,8,1.5 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,98029-3690,5,1.5 lb,10×10×10 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,91739-2100,4,1.5 lb,12×5×6 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,74730-5145,5,3.00 oz,10×10×10 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,08540-6237,8,8.00 oz,10×10×10 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,80620-8708,4,1.5 lb,10×10×10 in
2025-09-13T00:00:00.000Z,USPS,GroundAdvantage,80503-4151,3,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,79416-5002,5,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,65779-8328,6,1.4 lb,12×6×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,48108-2074,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,37067-6500,6,3.00 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,06482-1605,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,85215-1173,4,2.1 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,33594-5828,8,3.6 lb,18×14×8 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,59006-0213,4,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,80204-3736,3,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,32011-8244,7,8.00 oz,10×10×10 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,87410-4640,4,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,89104-2511,4,9.00 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,46319-2125,6,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,23454-7217,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,49014-7851,6,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,31320-3090,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,38632-7695,6,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,98532-8888,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,07002-2030,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,15690-6059,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,74012-1855,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,48164-9216,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,36109-4926,7,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,12550-6107,8,2.1 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,16333,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,76012-2325,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,35206-3859,6,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,61604-5443,6,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,78412-3704,6,1.5 lb,12×6×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,35805-5776,6,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,34746-3755,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,08077-2125,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,19054-2227,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,20659-2770,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,35824-1465,6,1.8 lb,12×6×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,38655-6226,6,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,78633-9427,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,75230-4339,5,15.00 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,76112-6106,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,19958-1678,8,3.20 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,48359-1353,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,37620-5821,7,1.5 lb,12×6×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,19330-1112,8,9.00 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,39503-8232,6,2.1 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,21619-2839,8,2.9 lb,12×6×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,20136-2154,7,3.6 lb,12×14×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,83318-2034,3,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,19808-2114,8,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,37416-2912,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,92688-5588,5,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,34472-2356,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,52233-7904,5,3.6 lb,12×14×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,97361-2236,5,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,93230-9125,4,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,89148-3913,4,8.00 oz,10×10×10 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,03063-2217,8,1.5 lb,10×10×10 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,48423-9348,7,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,37917-1209,7,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,96792-4936,8,0.60 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,21409-4738,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,39466-7446,6,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,72137-8017,6,3.0 lb,12×9×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,65109-6848,5,6.0 lb,12×18×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,85308-1523,4,3.20 oz,10×7×1 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,01960-5831,8,1.5 lb,12×5×6 in
2025-09-14T00:00:00.000Z,USPS,GroundAdvantage,62221-3502,6,3.0 lb,12×9×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,45056-9149,6,4.5 lb,12×14×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,89149-4522,4,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,27856-2500,8,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,60447-0822,6,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,76226-2782,5,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,91710-7421,4,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,89128-7906,4,3.0 lb,12×9×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,12859-1700,8,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,78250-4418,6,6.0 lb,12×18×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,72390-2712,6,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,06082-3481,8,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,75078-2573,5,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,45122-9339,7,3.0 lb,12×9×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,80905-2155,4,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,32435-4246,7,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,44131-3141,7,10.5 lb,12×18×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,23503-1170,8,1.5 lb,12×6×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,27822-8383,8,1.5 lb,12×5×6 in
2025-09-15T00:00:00.000Z,USPS,GroundAdvantage,78384-3804,6,3.0 lb,12×9×6 in
