tracking,service,weight,zone,current_cost,xparcel_cost,savings,savings_pct,ship_date,delivery_date,weight_bucket
TBA811227291,Amazon,0.05,2,5.12,3.79,1.33,25.9765625,2024-10-15 04:00:20.719424460,2024-10-18 04:00:20.719424460,0-4oz
1Z84849183,UPS SurePost,0.11805962604092604,6,9.25,4.119999999999999,5.130000000000001,55.45945945945947,2024-10-15 04:04:29.352517985,2024-10-18 04:04:29.352517985,0-4oz
1Z34359702,UPS Ground,0.14763908753826557,1,7.43,3.83,3.5999999999999996,48.45222072678331,2024-10-15 04:08:37.985611510,2024-10-18 04:08:37.985611510,0-4oz
53021755040189,FedEx Ground,0.09496813296264771,7,10.84,4.1899999999999995,6.65,61.346863468634695,2024-10-15 04:12:46.618705035,2024-10-18 04:12:46.618705035,0-4oz
1Z44219936,UPS SurePost,0.5293673595722802,4,8.57,4.390000000000001,4.18,48.77479579929988,2024-10-15 04:16:55.251798561,2024-10-18 04:16:55.251798561,8oz-1lb
1Z69223225,UPS SurePost,0.13236809985896103,3,7.68,3.9,3.78,49.21875,2024-10-15 04:21:03.884892086,2024-10-18 04:21:03.884892086,0-4oz
1Z74367535,UPS SurePost,0.09894085204027477,3,7.64,3.9,3.7399999999999998,48.952879581151834,2024-10-15 04:25:12.517985611,2024-10-18 04:25:12.517985611,0-4oz
43622164526032,FedEx Ground,0.23472212496232378,1,7.45,3.83,3.62,48.59060402684563,2024-10-15 04:29:21.151079136,2024-10-18 04:29:21.151079136,0-4oz
1Z52756965,UPS Ground,0.05,3,8.51,3.8,4.71,55.346650998824906,2024-10-15 04:33:29.784172661,2024-10-18 04:33:29.784172661,0-4oz
94702233914795870605,USPS Priority,0.48614507873241936,2,10.19,4.24,5.949999999999999,58.390578999018636,2024-10-15 04:37:38.417266187,2024-10-18 04:37:38.417266187,4-8oz
1Z25208913,UPS SurePost,0.05,4,8.11,3.89,4.219999999999999,52.03452527743525,2024-10-15 04:41:47.050359712,2024-10-18 04:41:47.050359712,0-4oz
1Z25168660,UPS Ground,1.3002439018761958,3,9.5,5.1,4.4,46.31578947368421,2024-10-15 04:45:55.683453237,2024-10-18 04:45:55.683453237,1-2lb
1Z91067181,UPS Ground,0.4438451328724534,4,9.52,4.140000000000001,5.379999999999999,56.512605042016794,2024-10-15 04:50:04.316546762,2024-10-18 04:50:04.316546762,4-8oz
84514393631707,FedEx Express,0.06646183215176578,4,38.98,4.199999999999999,34.78,89.22524371472551,2024-10-15 04:54:12.949640287,2024-10-18 04:54:12.949640287,0-4oz
1Z71156947,UPS Next Day Air,0.05,3,37.3,4.01,33.29,89.24932975871313,2024-10-15 04:58:21.582733812,2024-10-18 04:58:21.582733812,0-4oz
25145857399910,FedEx Ground,0.5069690332458378,2,8.28,4.29,3.9899999999999993,48.188405797101446,2024-10-15 05:02:30.215827338,2024-10-18 05:02:30.215827338,8oz-1lb
1Z74594104,UPS Ground,0.3681287722161134,2,8.23,4.04,4.19,50.911300121506684,2024-10-15 05:06:38.848920863,2024-10-18 05:06:38.848920863,4-8oz
1Z76215349,UPS Ground,0.3916988726363997,1,7.64,3.98,3.6599999999999997,47.90575916230366,2024-10-15 05:10:47.482014388,2024-10-18 05:10:47.482014388,4-8oz
1Z80011451,UPS Ground,0.44256435781305403,5,10.14,4.1899999999999995,5.950000000000001,58.678500986193306,2024-10-15 05:14:56.115107913,2024-10-18 05:14:56.115107913,4-8oz
1Z43060313,UPS SurePost,0.05,3,7.59,3.8,3.79,49.93412384716733,2024-10-15 05:19:04.748201438,2024-10-18 05:19:04.748201438,0-4oz
88414246552295,FedEx Ground,0.13316780172486975,5,9.71,4.04,5.670000000000001,58.393408856848616,2024-10-15 05:23:13.381294964,2024-10-18 05:23:13.381294964,0-4oz
1Z55756274,UPS SurePost,0.05,4,8.11,3.89,4.219999999999999,52.03452527743525,2024-10-15 05:27:22.014388489,2024-10-18 05:27:22.014388489,0-4oz
1Z17263355,UPS SurePost,0.5965588714974668,4,8.62,4.390000000000001,4.229999999999999,49.07192575406032,2024-10-15 05:31:30.647482014,2024-10-18 05:31:30.647482014,8oz-1lb
1Z61442900,UPS Ground,0.29289035751371223,4,9.38,4.140000000000001,5.24,55.863539445628994,2024-10-15 05:35:39.280575539,2024-10-18 05:35:39.280575539,4-8oz
1Z88557365,UPS Ground,0.12054564037539028,5,9.77,4.04,5.7299999999999995,58.64892528147389,2024-10-15 05:39:47.913669064,2024-10-18 05:39:47.913669064,0-4oz
91109314187906,FedEx Ground,0.05,3,8.44,3.8,4.64,54.976303317535546,2024-10-15 05:43:56.546762589,2024-10-18 05:43:56.546762589,0-4oz
1Z57713848,UPS Ground,0.11174650512310612,2,7.99,3.89,4.1,51.31414267834793,2024-10-15 05:48:05.179856115,2024-10-18 05:48:05.179856115,0-4oz
1Z34726186,UPS Ground,0.1179942639552394,4,9.18,3.99,5.1899999999999995,56.5359477124183,2024-10-15 05:52:13.812949640,2024-10-18 05:52:13.812949640,0-4oz
1Z67395517,UPS SurePost,0.39236273518732223,3,7.91,4.05,3.8600000000000003,48.798988621997474,2024-10-15 05:56:22.446043165,2024-10-18 05:56:22.446043165,4-8oz
49560823782012,FedEx SmartPost,0.304466807677806,4,8.3,4.140000000000001,4.16,50.120481927710834,2024-10-15 06:00:31.079136690,2024-10-18 06:00:31.079136690,4-8oz
48377723766199,FedEx SmartPost,0.6546755737204544,4,8.59,4.390000000000001,4.199999999999999,48.8940628637951,2024-10-15 06:04:39.712230215,2024-10-18 06:04:39.712230215,8oz-1lb
25877014073400,FedEx SmartPost,0.19171984001289294,4,8.2,3.99,4.209999999999999,51.341463414634134,2024-10-15 06:08:48.345323741,2024-10-18 06:08:48.345323741,0-4oz
1Z96490223,UPS SurePost,0.05,4,8.11,3.89,4.219999999999999,52.03452527743525,2024-10-15 06:12:56.978417266,2024-10-18 06:12:56.978417266,0-4oz
1Z62572737,UPS SurePost,0.3747379032949798,4,8.44,4.140000000000001,4.299999999999999,50.94786729857819,2024-10-15 06:17:05.611510791,2024-10-18 06:17:05.611510791,4-8oz
1Z47269101,UPS Ground,0.4291178259230592,5,10.12,4.1899999999999995,5.93,58.59683794466404,2024-10-15 06:21:14.244604316,2024-10-18 06:21:14.244604316,4-8oz
TBA456725367,Amazon,0.24716624846574864,5,6.42,4.04,2.38,37.07165109034268,2024-10-15 06:25:22.877697841,2024-10-18 06:25:22.877697841,0-4oz
1Z64037233,UPS Ground,0.44216699001640936,4,9.52,4.140000000000001,5.379999999999999,56.512605042016794,2024-10-15 06:29:31.510791366,2024-10-18 06:29:31.510791366,4-8oz
1Z69200944,UPS Ground,0.2042444194530834,5,9.88,4.04,5.840000000000001,59.10931174089069,2024-10-15 06:33:40.143884892,2024-10-18 06:33:40.143884892,0-4oz
1Z44913939,UPS Ground,0.2219036516331801,6,10.5,4.119999999999999,6.380000000000001,60.76190476190477,2024-10-15 06:37:48.776978417,2024-10-18 06:37:48.776978417,0-4oz
94958683633313436402,USPS Priority,0.1673442581725282,4,11.3,4.199999999999999,7.100000000000001,62.83185840707966,2024-10-15 06:41:57.410071942,2024-10-18 06:41:57.410071942,0-4oz
TBA687838685,Amazon,0.05,4,5.88,3.89,1.9899999999999998,33.843537414965986,2024-10-15 06:46:06.043165467,2024-10-18 06:46:06.043165467,0-4oz
33047825209601,FedEx SmartPost,0.05,5,8.56,3.94,4.620000000000001,53.97196261682243,2024-10-15 06:50:14.676258992,2024-10-18 06:50:14.676258992,0-4oz
1Z15037341,UPS SurePost,0.05,4,8.11,3.89,4.219999999999999,52.03452527743525,2024-10-15 06:54:23.309352517,2024-10-18 06:54:23.309352517,0-4oz
91329271377907,FedEx Ground,0.3035188652782648,2,8.11,4.04,4.069999999999999,50.18495684340321,2024-10-15 06:58:31.942446043,2024-10-18 06:58:31.942446043,4-8oz
94841950463514306105,USPS Priority,0.11321901263852995,6,12.67,4.34,8.33,65.74585635359117,2024-10-15 07:02:40.575539568,2024-10-18 07:02:40.575539568,0-4oz
1Z53102986,UPS SurePost,0.21313115314025702,2,7.22,3.89,3.3299999999999996,46.121883656509695,2024-10-15 07:06:49.208633093,2024-10-18 07:06:49.208633093,0-4oz
94825343034988512791,USPS Priority,0.7143796589537926,5,12.7,4.65,8.049999999999999,63.38582677165354,2024-10-15 07:10:57.841726618,2024-10-18 07:10:57.841726618,8oz-1lb
1Z69720791,UPS Ground,0.08602164689498949,5,9.73,4.04,5.69,58.47893114080165,2024-10-15 07:15:06.474820143,2024-10-18 07:15:06.474820143,0-4oz
1Z62420397,UPS Ground,0.15848459246480176,7,11.01,4.1899999999999995,6.82,61.94368755676658,2024-10-15 07:19:15.107913669,2024-10-18 07:19:15.107913669,0-4oz
1Z61628059,UPS Next Day Air,0.422624744261575,2,36.3,4.24,32.059999999999995,88.31955922865014,2024-10-15 07:23:23.741007194,2024-10-18 07:23:23.741007194,4-8oz
1Z86739369,UPS Ground,0.0779415470752182,4,9.13,3.99,5.140000000000001,56.297918948521364,2024-10-15 07:27:32.374100719,2024-10-18 07:27:32.374100719,0-4oz
94423309414438420835,USPS Priority,0.05,4,11.12,4.1,7.02,63.12949640287769,2024-10-15 07:31:41.007194244,2024-10-18 07:31:41.007194244,0-4oz
24211957799549,FedEx Ground,0.10264209116611712,3,8.5,3.9,4.6,54.11764705882353,2024-10-15 07:35:49.640287769,2024-10-18 07:35:49.640287769,0-4oz
41380811600357,FedEx Express,0.05274250755001885,2,33.89,3.99,29.9,88.22661552080258,2024-10-15 07:39:58.273381294,2024-10-18 07:39:58.273381294,0-4oz
1Z51824126,UPS Ground,0.7964850257641874,4,9.82,4.390000000000001,5.43,55.29531568228106,2024-10-15 07:44:06.906474820,2024-10-18 07:44:06.906474820,8oz-1lb
1Z99804718,UPS SurePost,0.4952661241453708,4,8.54,4.140000000000001,4.399999999999999,51.52224824355971,2024-10-15 07:48:15.539568345,2024-10-18 07:48:15.539568345,4-8oz
66114709601365,FedEx Ground,0.3010482571561593,2,8.11,4.04,4.069999999999999,50.18495684340321,2024-10-15 07:52:24.172661870,2024-10-18 07:52:24.172661870,4-8oz
1Z24979919,UPS SurePost,0.6154559191562439,4,8.63,4.390000000000001,4.24,49.130938586326764,2024-10-15 07:56:32.805755395,2024-10-18 07:56:32.805755395,8oz-1lb
43396079377090,FedEx Ground,0.4883906822221669,5,10.1,4.1899999999999995,5.91,58.514851485148526,2024-10-15 08:00:41.438848920,2024-10-18 08:00:41.438848920,4-8oz
94675750912657821631,USPS Priority,0.06194864290759172,5,11.86,4.15,7.709999999999999,65.00843170320404,2024-10-15 08:04:50.071942446,2024-10-18 08:04:50.071942446,0-4oz
1Z91029803,UPS SurePost,0.6692440215706683,6,9.79,4.52,5.27,53.830439223697645,2024-10-15 08:08:58.705035971,2024-10-18 08:08:58.705035971,8oz-1lb
1Z83536558,UPS Ground,0.2325299705898516,4,9.31,3.99,5.32,57.14285714285714,2024-10-15 08:13:07.338129496,2024-10-18 08:13:07.338129496,0-4oz
79396342544894,FedEx Express,0.4942044873910698,7,48.86,4.56,44.3,90.66721244371674,2024-10-15 08:17:15.971223021,2024-10-18 08:17:15.971223021,4-8oz
1Z26431986,UPS Ground,0.6792727947858693,6,10.98,4.52,6.460000000000001,58.83424408014572,2024-10-15 08:21:24.604316546,2024-10-18 08:21:24.604316546,8oz-1lb
34908329915496,FedEx Ground,0.11481921492549553,3,8.52,3.9,4.619999999999999,54.22535211267605,2024-10-15 08:25:33.237410071,2024-10-18 08:25:33.237410071,0-4oz
1Z51550740,UPS Ground,0.05,3,8.51,3.8,4.71,55.346650998824906,2024-10-15 08:29:41.870503597,2024-10-18 08:29:41.870503597,0-4oz
1Z85965868,UPS Next Day Air,0.0776060238418144,4,40.02,4.199999999999999,35.82000000000001,89.50524737631186,2024-10-15 08:33:50.503597122,2024-10-18 08:33:50.503597122,0-4oz
1Z33730158,UPS Ground,0.1671173078245843,4,9.24,3.99,5.25,56.81818181818181,2024-10-15 08:37:59.136690647,2024-10-18 08:37:59.136690647,0-4oz
1Z85836812,UPS Ground,0.5111489179916835,4,9.59,4.390000000000001,5.199999999999999,54.22314911366005,2024-10-15 08:42:07.769784172,2024-10-18 08:42:07.769784172,8oz-1lb
17825293228289,FedEx Express,0.59140349156395,4,41.3,4.6,36.699999999999996,88.86198547215496,2024-10-15 08:46:16.402877697,2024-10-18 08:46:16.402877697,8oz-1lb
30740756977775,FedEx SmartPost,0.05,5,8.56,3.94,4.620000000000001,53.97196261682243,2024-10-15 08:50:25.035971223,2024-10-18 08:50:25.035971223,0-4oz
1Z10662553,UPS Ground,0.21446284780156671,4,9.29,3.99,5.299999999999999,57.050592034445636,2024-10-15 08:54:33.669064748,2024-10-18 08:54:33.669064748,0-4oz
53899867935003,FedEx SmartPost,0.16208199627560138,2,7.11,3.89,3.22,45.28832630098453,2024-10-15 08:58:42.302158273,2024-10-18 08:58:42.302158273,0-4oz
10614342975158,FedEx Express,0.07535020148274735,6,44.07,4.34,39.730000000000004,90.15203085999546,2024-10-15 09:02:50.935251798,2024-10-18 09:02:50.935251798,0-4oz
1Z66151776,UPS Ground,0.05,3,8.51,3.8,4.71,55.346650998824906,2024-10-15 09:06:59.568345323,2024-10-18 09:06:59.568345323,0-4oz
70535572820584,FedEx SmartPost,0.12357257395872973,7,9.7,4.1899999999999995,5.51,56.8041237113402,2024-10-15 09:11:08.201438848,2024-10-18 09:11:08.201438848,0-4oz
99457075881207,FedEx Ground,0.8589363368073449,2,8.53,4.29,4.239999999999999,49.706916764361075,2024-10-15 09:15:16.834532374,2024-10-18 09:15:16.834532374,8oz-1lb
1Z92743042,UPS SurePost,0.11711514086444232,7,9.77,4.1899999999999995,5.58,57.11361310133061,2024-10-15 09:19:25.467625899,2024-10-18 09:19:25.467625899,0-4oz
24464976392224,FedEx Ground,0.21943584172804556,2,8.03,3.89,4.139999999999999,51.55666251556661,2024-10-15 09:23:34.100719424,2024-10-18 09:23:34.100719424,0-4oz
1Z13177562,UPS SurePost,0.36422609306425646,3,7.89,4.05,3.84,48.669201520912544,2024-10-15 09:27:42.733812949,2024-10-18 09:27:42.733812949,4-8oz
1Z38521800,UPS Ground,0.1355923496900887,2,8.01,3.89,4.119999999999999,51.43570536828963,2024-10-15 09:31:51.366906474,2024-10-18 09:31:51.366906474,0-4oz
21301245453789,FedEx SmartPost,1.0703394414875098,5,9.43,5.24,4.1899999999999995,44.432661717921526,2024-10-15 09:36:00.000000000,2024-10-18 09:36:00.000000000,1-2lb
1Z50169268,UPS Ground,0.9846029593624194,6,11.24,4.52,6.720000000000001,59.78647686832741,2024-10-15 09:40:08.633093525,2024-10-18 09:40:08.633093525,8oz-1lb
61832274456809,FedEx Ground,0.08701838849766158,4,9.07,3.99,5.08,56.00882028665931,2024-10-15 09:44:17.266187050,2024-10-18 09:44:17.266187050,0-4oz
1Z92844346,UPS Ground,0.20629778353915415,6,10.48,4.119999999999999,6.360000000000001,60.68702290076337,2024-10-15 09:48:25.899280575,2024-10-18 09:48:25.899280575,0-4oz
30932747656462,FedEx SmartPost,0.10737913802371403,4,8.11,3.99,4.119999999999999,50.80147965474722,2024-10-15 09:52:34.532374100,2024-10-18 09:52:34.532374100,0-4oz
1Z43414696,UPS Ground,0.10057490291432451,4,9.16,3.99,5.17,56.4410480349345,2024-10-15 09:56:43.165467625,2024-10-18 09:56:43.165467625,0-4oz
55089284768389,FedEx Ground,0.05,6,10.19,4.02,6.17,60.54955839057901,2024-10-15 10:00:51.798561151,2024-10-18 10:00:51.798561151,0-4oz
80080494309391,FedEx Ground,0.28214762129477794,3,8.69,4.05,4.64,53.39470655926352,2024-10-15 10:05:00.431654676,2024-10-18 10:05:00.431654676,4-8oz
25829064530060,FedEx SmartPost,0.20955588984889154,3,7.68,3.9,3.78,49.21875,2024-10-15 10:09:09.064748201,2024-10-18 10:09:09.064748201,0-4oz
30056323951663,FedEx Ground,0.05,6,10.19,4.02,6.17,60.54955839057901,2024-10-15 10:13:17.697841726,2024-10-18 10:13:17.697841726,0-4oz
86750659845043,FedEx SmartPost,0.0979877763031108,6,9.14,4.119999999999999,5.020000000000001,54.92341356673962,2024-10-15 10:17:26.330935251,2024-10-18 10:17:26.330935251,0-4oz
1Z26266277,UPS Ground,0.7166582853268021,7,11.65,4.59,7.0600000000000005,60.60085836909872,2024-10-15 10:21:34.964028776,2024-10-18 10:21:34.964028776,8oz-1lb
1Z38902144,UPS Ground,0.08215816564262311,6,10.31,4.119999999999999,6.190000000000001,60.03879728419012,2024-10-15 10:25:43.597122302,2024-10-18 10:25:43.597122302,0-4oz
89847723357735,FedEx Ground,0.05,2,7.86,3.79,4.07,51.781170483460556,2024-10-15 10:29:52.230215827,2024-10-18 10:29:52.230215827,0-4oz
94271379243134407391,USPS Priority,0.20168163284209087,5,12.08,4.25,7.83,64.81788079470199,2024-10-15 10:34:00.863309352,2024-10-18 10:34:00.863309352,0-4oz
1Z48692544,UPS Ground,1.2732110947845778,4,10.14,5.19,4.95,48.81656804733728,2024-10-15 10:38:09.496402877,2024-10-18 10:38:09.496402877,1-2lb
1Z50413164,UPS Ground,0.08314344406791786,8,11.49,4.34,7.15,62.228024369016545,2024-10-15 10:42:18.129496402,2024-10-18 10:42:18.129496402,0-4oz
1Z88070248,UPS Ground,0.334546503089188,4,9.42,4.140000000000001,5.279999999999999,56.05095541401274,2024-10-15 10:46:26.762589928,2024-10-18 10:46:26.762589928,4-8oz
